src_ip,dst_ip,src_port,dst_port,protocol,Prediction,Prediction_Time,Confidence
192.168.100.12,51.132.193.105,60896,443,6,Benign,0.0610 seconds,0.9066666666666666
192.168.100.12,20.205.243.168,33900,443,6,Benign,0.0505 seconds,0.9822222222222221
20.205.243.168,192.168.100.12,443,33900,6,Benign,0.0480 seconds,0.970135208292071
192.168.100.12,140.82.113.22,48494,443,6,Benign,0.0642 seconds,0.9777777777777777
192.168.100.12,192.168.100.1,38095,53,17,Benign,0.0549 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,44813,53,17,Benign,0.0475 seconds,0.978337822671156
192.168.100.12,192.168.100.1,57109,53,17,Benign,0.0486 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,34081,53,17,Benign,0.0501 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,43952,53,17,Benign,0.0468 seconds,0.9961111111111111
51.132.193.105,192.168.100.12,443,60896,6,Benign,0.0480 seconds,0.9009330607663941
192.168.100.12,20.44.10.123,45314,443,6,Benign,0.0475 seconds,0.99
192.168.100.12,192.168.100.1,35167,53,17,Benign,0.0631 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,58913,53,17,Benign,0.0487 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,36961,53,17,Benign,0.0488 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,40225,53,17,Benign,0.0469 seconds,0.9983333333333333
52.7.188.45,192.168.100.12,443,37496,6,Benign,0.0651 seconds,0.9766666666666667
192.168.100.12,192.168.100.1,45976,53,17,Benign,0.0461 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,56979,53,17,Benign,0.0478 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,47198,53,17,Benign,0.0496 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,45962,53,17,Benign,0.0473 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,46005,53,17,Benign,0.0466 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,36398,53,17,Benign,0.0462 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,47774,53,17,Benign,0.0461 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,34536,53,17,Benign,0.0464 seconds,0.9983333333333333
192.168.100.12,140.82.113.22,48478,443,6,Benign,0.0496 seconds,0.9822222222222221
192.168.100.12,140.82.113.22,48478,443,6,Benign,0.0465 seconds,0.9009330607663941
192.168.100.12,140.82.113.22,48478,443,6,Benign,0.0465 seconds,0.9009330607663941
192.168.100.12,18.97.36.70,52358,443,6,Benign,0.0495 seconds,0.9404444444444446
192.168.100.12,192.168.100.1,50802,53,17,Benign,0.0848 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,53392,53,17,Benign,0.0485 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,39727,53,17,Benign,0.0480 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,48199,53,17,Benign,0.0479 seconds,0.9961111111111111
192.168.100.12,192.168.100.1,40630,53,17,Benign,0.0486 seconds,0.9894444444444443
192.168.100.12,34.120.208.123,43026,443,6,Benign,0.0489 seconds,0.99
192.168.100.12,192.168.100.1,33158,53,17,Benign,0.0840 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,40371,53,17,Benign,0.0479 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,33966,53,17,Benign,0.0480 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,49299,53,17,Benign,0.0477 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,44248,53,17,Benign,0.0466 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,60089,53,17,Benign,0.0463 seconds,0.9983333333333333
192.168.100.12,192.168.100.1,35717,53,17,Benign,0.0474 seconds,0.9961111111111111
192.168.100.12,34.36.137.203,44458,443,17,Benign,0.0476 seconds,0.991111111111111
192.168.100.12,192.168.100.1,43092,53,17,Benign,0.0485 seconds,0.9983333333333333
